FormID: 0100683B	NVDLC02ZionCanyon	WRLD	 	Zion Canyon
FormID: 0100F24D	NVDLC02WhiteLegLightBringerClass	CLAS	 	White Legs Light Bringer
FormID: 0100F24E	NVDLC02WhiteLegPainMakerClass	CLAS	 	White Legs Pain Maker
FormID: 0100F24F	NVDLC02WhiteLegBoneBreakerClass	CLAS	 	White Legs Bone Breaker
FormID: 0100F250	NVDLC02WhiteLegStormDrummerClass	CLAS	 	White Legs Storm Drummer
FormID: 0100F2BA	NVDLC02MQ04JoshuaTeleportTrigger	ACTI	 	Set up for MQ04 finale
FormID: 0100F2C6	NVDLC02MQ04FinaleTrigger	ACTI	 	Finale Trigger
FormID: 0100F2C8	NVDLC02MQ04Timer2	QUST	 	Second timer for MQ04 finale
FormID: 0100F2FB	NVdlc02tomahawkrProjectiletest	PROJ	 	Spear Projectile
FormID: 0100F304	NVDLC02MQ03d	QUST	 	Gathering Storms
FormID: 0100F368	NVDLC02DuffleBagSurvivalistDude	CONT	 	The Survivalist's Duffle Bag
FormID: 0100F370	NVDLC02WhiteLegTotemActivator	ACTI	 	White Legs War Totem
FormID: 0100F371	NVDLC02LodgeCabinetKeyMessage	MESG	 	You Found a Key!
FormID: 0100F373	NVDLC02StoreDeskKeyMessage	MESG	 	You Found a Key!
FormID: 0100F374	NVDLC02MorningGloryKeyMessage	MESG	 	You Found a Key!
FormID: 0100F378	NVDLC02CaveSurvDoor02	DOOR	 	Door
FormID: 0100F37A	NVDLC02SorrowJFollower	NPC_	 	Sorrows Tribal
FormID: 0100F37B	NVDLC02DeadHorseJFollower	NPC_	 	Dead Horse Stalker
FormID: 0100F386	NVDLC02WhiteLegsTribalMQ01b2	NPC_	 	White Legs Pain-Maker
FormID: 0100F387	NVDLC02WhiteLegsTribalMQ01a2	NPC_	 	White Legs Pain-Maker
FormID: 0100F38D	NVDLC02WhiteLegsTribalMQ03c	NPC_	 	White Legs Bone-Breaker
FormID: 0100F38E	NVDLC02WhiteLegsTribalMQ03d	NPC_	 	White Legs Light-Bringer
FormID: 0100F39D	NVDLC02NarrowsSurvivalistTerminal	TERM	 	Terminal
FormID: 0100F3F4	NVDLC02FollowsChalkLogBarkTrigger	ACTI	 	Gas Valve
FormID: 0100F400	NVDLC02RecipeConversionFissionBATtoSEC	RCPE	 	Conversion, Fission Battery to SEC
FormID: 0100F411	NVDLC02DialogueStella	QUST	 	NVDLC02 Stella's Dialogue
FormID: 0100F454	NVDLC02DialogueRicky	QUST	 	NVDLC02 Ricky's Dialogue
FormID: 0100F4A0	NVDLC02CrateOldWorldMED	CONT	 	Crate
FormID: 0100F4AD	NVDLC02LootGunsHouseCabinetT2	CONT	 	Gun Cabinet
FormID: 0100F4BD	NVDLC02LootClothesHouseCabinet01Old	CONT	 	Dresser
FormID: 0100F4E6	NVDLC02LootGunsFootlocker01Ranger	CONT	 	Gun Case
FormID: 0100F57D	NVDLC02LootExplosivesCrateXXXTier4Hi	CONT	 	Explosives Crate
FormID: 0100F57E	NVDLC02LootGunsSack01DeadHorse	CONT	 	Sack
FormID: 0100F57F	NVDLC02DuffleBagHIGHVault22	CONT	 	Duffle Bag
FormID: 0100F582	 	MAPM	 	Dagger's Point
FormID: 0100F672	 	MAPM	 	Vault 22 Dwellers' Guard Camp
FormID: 0100F673	NVDLC02CrateEmpty	CONT	 	Crate
FormID: 0100F674	NVDLC02CrateMedVault22	CONT	 	Crate
FormID: 0100F675	NVDLC02TribalsFaction	FACT	 	DLC02 Tribals Faction
FormID: 0100F677	NVDLC02Grunt	PERK	 	Grunt
FormID: 0100F679	NVDLC02TribalWisdom	PERK	 	Tribal Wisdom
FormID: 0100F67A	NVDLC02PerkTribalWisdomPoisonResistance	SPEL	 	Poison Resistance
FormID: 0100F67B	NVDLC02SneeringImperialist	PERK	 	Sneering Imperialist
FormID: 0100F67C	NVDLC02FightThePower	PERK	 	Fight the Power!
FormID: 0100F6EE	NVDLC02MQ02a	QUST	 	Roadside Attraction
FormID: 0100F6EF	NVDLC02MQ02b	QUST	 	Gone Fishin'
FormID: 0100F6F0	NVDLC02MQ02c	QUST	 	Tourist Trap
FormID: 0100F6F1	NVDLC02MedicalSupplyKit	MISC	 	Medical Supply Kit
FormID: 0100F6FD	NVDLC02MedicalKitMessage	MESG	 	Contaminated Medical Supply Kit
FormID: 0100F6FE	NVDLC02MedicalSupplyKitActivator	ACTI	 	Contaminated Medical Supply Kit
FormID: 0100F6FF	NVDLC02MedicalKitPartsMessage	MESG	 	Contaminated Medical Supply Kit
FormID: 0100F700	NVDLC02MedicalKitBoozeMessage	MESG	 	Contaminated Medical Supply Kit
FormID: 0100F701	NVDLC02MedicalKitTakeMessage	MESG	 	Salvaging Medical Kits
FormID: 0100F702	NVDLC02BrokenMedicalSupplyKit	MISC	 	Contaminated Medical Supply Kit
FormID: 0100F707	NVDLC02RecipeMedicalSupplyKit	RCPE	 	Medical Supply Kit
FormID: 0100F708	NVDLC02MQ02d	QUST	 	Deliverer of Sorrows
FormID: 0100F70D	NVDLC02XPCalculator	QUST	 	XP Calculator for DLC02
FormID: 0100F7A3	NVDLC02CompRegParalysisAE	SPEL	 	Compliance Regulator Paralysis
FormID: 0100F7A4	NVDLC02CompRegParalysisBE	MGEF	 	ComplianceRegulatorParalysisFX
FormID: 0100F7A5	ParalyzeSelf	MGEF	 	Paralyze Self
FormID: 0100F7A7	BeamLaserCompRegProjectile	PROJ	 	Laser Beam
FormID: 0100F82B	NVDLC02ToolboxHIGHRangerProd	CONT	 	Toolbox
FormID: 0100F848	NVDLC02GreenGeckoEgg	MISC	 	Green Gecko Egg
FormID: 0100F84B	NVDLC02GeckoGreenHide	MISC	 	Green Gecko Hide
FormID: 0100F85D	NVDLC02LilScoutLunch	MISC	 	Li'l Scout Lunch Box
FormID: 0100F863	NVDLC02ZionStoreTerminal	TERM	 	Terminal
FormID: 0100F869	NVDLC02FollowsChalkPineCreekBarkTrigger	ACTI	 	Gas Valve
FormID: 0100F86D	NVDLC02FollowsChalkNarrowsBarkTrigger	ACTI	 	Gas Valve
FormID: 0100F871	NVDLC02FollowsChalkMarysBarkTrigger	ACTI	 	Gas Valve
FormID: 0100F874	NVDLC02FollowsChalkTabooBarkTrigger	ACTI	 	Gas Valve
FormID: 0100F879	NVDLC02EncSpecialSporeCamp02Trigger	ACTI	 	Start The Show
FormID: 0100F87A	NVDLC02CrTier2SporeCarrierFDNR	CREA	 	Spore Carrier Runt
FormID: 0100F87B	NVDLC02CrTier2SporePlantNR	CREA	 	Spore Plant
FormID: 0100F87C	NVDLC02CrTier3SporeCarrierFD2NR	CREA	 	Spore Carrier
FormID: 0100F87D	NVDLC02CrTier3SporePlantNR	CREA	 	Giant Spore Plant
FormID: 0100F87E	NVDLC02CrTier4SporeCarrierFD3NR	CREA	 	Spore Carrier Brute
FormID: 0100F87F	NVDLC02CrTier5SporeCarrierFD4NR	CREA	 	Spore Carrier Beast
FormID: 0100F8A0	NVDLC02WWTwoBearsTrigger	ACTI	 	Start The Show
FormID: 0100F8A9	NVDLC02DeadHorseWW	NPC_	 	Two-Bears-High-Fiving
FormID: 0100F8AA	NVDLC02CrateOldWorldLOW	CONT	 	Crate
FormID: 0100F8C7	NVDLC02JoshuaGrahamLeaveForceGreetTrigger	ACTI	 	Gas Valve
FormID: 0100F8CB	NVDLC02MQ05JoshuaForceGreetTrigger	ACTI	 	Gas Valve
FormID: 0100F8CF	NVDLC02AmbushTrigger	ACTI	 	NVDLC02 Ambush Trigger
FormID: 0100F8D4	NVDLC02MQ05SUWTrigger	ACTI	 	Gas Valve
FormID: 0100F8F3	NVDLC02JoshuaGrahamLeaveForceGreetTriggerDUPLICATE000	ACTI	 	Gas Valve
FormID: 0100F8F4	NVDLC02AmbushTriggerDUPLICATE000	ACTI	 	NVDLC02 Ambush Trigger
FormID: 0100F8F5	NVDLC02MQ05SUWTriggerDUPLICATE000	ACTI	 	Gas Valve
FormID: 0100F8F6	NVDLC02MQ05JoshuaForceGreetTriggerDUPLICATE000	ACTI	 	Gas Valve
FormID: 0100F915	NVDLC02DarkDaturaPoisonEffect	MGEF	 	Dark Datura Poison
FormID: 0100F916	NVDLC02EnchNPCWeapDarkDaturaPoison	ENCH	 	Poison
FormID: 0100F917	NVDLC02EnchNPCWeapCleaverDaturaPoison	ENCH	 	Poison
FormID: 0100F918	NVDLC02EnchNPCWeapFlameDaturaPoison	ENCH	 	Poison
FormID: 0100F919	NVDLC02WeapNPCFireaxePoison	WEAP	 	Poisoned Fire Axe
FormID: 0100F91A	NVDLC02WeapNPCHatchetPoison	WEAP	 	Poisoned Hatchet
FormID: 0100F91B	NVDLC02WeapNPCMachetePoison	WEAP	 	Poisoned Machete
FormID: 0100F91C	NVDLC02WeapNPCCleaverPoison	WEAP	 	Poisoned Cleaver
FormID: 0100F91D	NVDLC02WeapNPCShishkebabPoison	WEAP	 	Poisoned Shishkebab
FormID: 0100F91E	NVDLC02WeapThrowingSpearPoison	WEAP	 	Poisoned Throwing Spear
FormID: 0100F948	NVDLC02Antivenom	ALCH	 	Datura Antivenom
FormID: 0100F94A	NVDLC02AntivenomEffect	MGEF	 	Cure Poison
FormID: 0100FB5E	NVDLC02DestroyingAngel	CLAS	 	Destroying Angel
FormID: 0100FB63	NVDLC02SorrowsGenericDialogue	QUST	 	Sorrows Generic Dialogue
FormID: 0100FB64	NVDLC02WhiteLegsGenericDialogue	QUST	 	White Legs Generic Dialogue
FormID: 0100FB65	NVDLC02DeadHorseGenericDialogue	QUST	 	Dead Horse Generic Dialogue
FormID: 01010007	NVDLC02ZionArrivalCodeHolder	ACTI	 	Direct The Show
FormID: 01010046	NVDLC02WhiteLegsTribalMQ01c	NPC_	 	White Legs Pain-Maker
FormID: 01010050	NVDLC02WhiteLegsTribalMQ01f	NPC_	 	White Legs Pain-Maker
FormID: 01010064	NVDLC02WhiteLegsTribalMQ01g	NPC_	 	White Legs Pain-Maker
FormID: 010100F9	NVDLC02vHDRockslideExplosion	EXPL	 	HooverDam Explosion
FormID: 01010124	NVDLC02SlideShow	CELL	 	Endgame
FormID: 01010132	NVDLC02SlideShowTrigger	ACTI	 	NVDLC02 Slide Show Trigger
FormID: 01010135	NVDLC02Narrator	NPC_	 	Bob from Accounting
FormID: 01010149	NVDLC02WhiteLegsTribalMQ01g2	NPC_	 	White Legs Storm-Drummer
FormID: 0101014A	NVDLC02WhiteLegsTribalMQ01h	NPC_	 	White Legs Storm-Drummer
FormID: 0101014B	NVDLC02ZionArrivalFailSafeTrigger	ACTI	 	Adjust The Show
FormID: 0101014E	NVDLC02CrCaravanBrahminPack	CREA	 	Brahmin
FormID: 010101B9	NVDLC02ZionDoor	DOOR	 	Journey to Zion Valley
FormID: 01010241	NVDLC02HappyTrailsCaravanGuardCM2	NPC_	 	Happy Trails Caravan Guard
FormID: 01010295	NVDLC02CrateHIGHDeadHorseWeapon	CONT	 	Crate
FormID: 0101031A	NVDLC02WeapNVDetonatorPineCreek	WEAP	 	Detonator
FormID: 0101033F	NVDLC02DummyCriticalParalysisBE	MGEF	 	Critical Strike Paralysis (10s)
FormID: 01010340	NVDLC02DummyCritParalysisOE	ENCH	 	Dummy Crit Paralysis Effect
FormID: 01010342	NVDLC02DrinkToiletMetalR	ACTI	 	Toilet
FormID: 01010343	NVDLC02JoshuaBenchSitMarker	FURN	 	Bench Sit
FormID: 01010729	NVDLC02ScriptureMiscItem	MISC	 	Scripture
FormID: 010108A3	NVDLC02InvisibleCaveDoorExit	DOOR	 	Exit
FormID: 010108A7	NVDLC02MQ02MedKitRepairMessage	MESG	 	How to Fix Stuff
FormID: 010108C4	NVDLC02BrokenCompassActivator	ACTI	 	Broken Compass
FormID: 010108C7	NVDLC02Weap45AutoPistolUniqueNPC	WEAP	 	A Light Shining in Darkness
FormID: 010108C8	NVDLC02FloorSleepBigHornerHideR	FURN	 	Bighorner Hide Bed
FormID: 01010946	NVDLC02WeapThrowingSpearWakingCloud	WEAP	 	Throwing Spear
FormID: 01010947	NVDLC02JoshuaYoung	NPC_	 	Joshua Graham
FormID: 01010948	NVDLC02CaesarYounger	NPC_	 	Caesar
FormID: 01010B60	NVDLC02GhostOfSheDupe	CREA	 	The Ghost of She
FormID: 01010B9D	NVDLC02GhostOfSheGlowEffect	MGEF	 	Ghost On Fire!
FormID: 01010BCB	NVDLC02RickyDisableTrigger	ACTI	 	Gas Valve
FormID: 01010BEA	NVDLC02FollowsChalkClass	CLAS	 	Follows-Chalk Class
FormID: 01010BEB	NVDLC02EnchSaltUponWoundsPowerFistEffect	ENCH	 	Bleeding
FormID: 01010BEF	NVDLC02WeapNVDetonatorMQ03	WEAP	 	Mining Detonator
FormID: 01010BF5	NVDLC02WhiteLegsTribalMQ04a	NPC_	 	White Legs Bone-Breaker
FormID: 01010BF6	NVDLC02WhiteLegsTribalMQ04b	NPC_	 	White Legs Bone-Breaker
FormID: 01010C11	NVDLC02Vault22Note01	NOTE	 	BEWARE - A VENGEFUL SPIRIT STALKS THESE CANYONS
FormID: 01010C14	NVDLC02FloorSleepBigHornerHideL	FURN	 	Bighorner Hide Bed
FormID: 01010C25	NVDLC02MQ07	QUST	 	Departing Paradise
FormID: 01010C2B	NVDLC02DuffleBagHIGHVault22Note	CONT	 	Duffle Bag
FormID: 01010C68	NVDLC02FollowsChalkGuideBark1Trigger	ACTI	 	Gas Valve
FormID: 01010C69	NVDLC02FollowsChalkGuideBark2Trigger	ACTI	 	Gas Valve
FormID: 01010C6A	NVDLC02FollowsChalkGuideBarkWrongWayTrigger	ACTI	 	Gas Valve
FormID: 01010C6B	NVDLC02FollowsChalkGuideBark3Trigger	ACTI	 	Gas Valve
FormID: 01010C6C	NVDLC02FollowsChalkGuideBark4Trigger	ACTI	 	Gas Valve
FormID: 01010C6D	NVDLC02FollowsChalkGuideBark5Trigger	ACTI	 	Gas Valve
FormID: 01010C6E	NVDLC02FollowsChalkGuideBark6Trigger	ACTI	 	Gas Valve
FormID: 01010C6F	NVDLC02FollowsChalkGuideBark7Trigger	ACTI	 	Gas Valve
FormID: 01010C70	NVDLC02FollowsChalkGuideBark8Trigger	ACTI	 	Gas Valve
FormID: 01010C71	NVDLC02ArmorDesertRangerCombat	ARMO	 	Desert Ranger Combat Armor
FormID: 01010C72	NVDLC02DanielVendor	CONT	 	Crate
FormID: 01010C81	NVDLC02FollowersBanter	QUST	 	Followers' random banter controller.
FormID: 01010C82	NVDLC02MS04	QUST	 	A Family Affair
FormID: 01010C83	NVDLC02MS03	QUST	 	Civilized Man's Burden
FormID: 01010CAF	NVDLC02SpawnSpecialMQ02Crawlie	CREA	 	Bark Scorpion Hunter
FormID: 01010CB0	NVDLC02FollowsChalkAerieBarkTrigger	ACTI	 	Gas Valve
FormID: 01010CB1	NVDLC02FollowsChalkBusBarkTrigger	ACTI	 	Gas Valve
FormID: 01010CB2	SCNNVDLC02FollowsChalkPlaneBarkTriggerSCRIPT	ACTI	 	Gas Valve
FormID: 01010CB3	NVDLC02FollowsChalkEasternVirginBarkTrigger	ACTI	 	Gas Valve
FormID: 01010CB4	NVDLC02FollowsChalkVault22BarkTrigger	ACTI	 	Gas Valve
FormID: 01010CB5	NVDLC02FollowsChalkCampgroundBarkTrigger	ACTI	 	Gas Valve
FormID: 01010CB6	NVDLC02FollowsChalkAntBurrowBarkTrigger	ACTI	 	Gas Valve
FormID: 01010CB7	SCNNVDLC02FollowsChalkOverlookBarkTriggerSCRIPT	ACTI	 	Gas Valve
FormID: 01010CD8	NVDLC02EnchClothingChalkHeadress	ENCH	 	Chalk's Headdress
FormID: 01010CD9	NVDLC02RecipeBreakdown45Auto	RCPE	 	Breakdown .45 Auto
FormID: 01010CDA	NVDLC02EnchClothingDanielsHat	ENCH	 	Daniel's Hat
FormID: 01010CEA	NVDLC02WhiteLegMQ01Victim	NPC_	 	White Legs Storm-Drummer
FormID: 01010CEB	NVDLC02WakingCloudBurialMoundsBarkTrigger	ACTI	 	Gas Valve
FormID: 01010CEC	NVDLC02WakingCloudDocksBarkTrigger	ACTI	 	Gas Valve
FormID: 01010CED	NVDLC02WakingCloudGhostofSheBarkTrigger	ACTI	 	Gas Valve
FormID: 01010D1E	NVDLC02WhiteLegsGuardMQ03	NPC_	 	White Legs Storm-Drummer
FormID: 01010D5D	NVDLC02ZionArrivalBridgeAvoidTrigger	ACTI	 	Adjust The Show
FormID: 01010D74	NVDLC02MedicalKitNoQuestMessage	MESG	 	Contaminated Medical Supply Kit
FormID: 01010D75	NVDLC02BrokenCompassNoQuestMsg	MESG	 	Broken Compass
FormID: 01010D96	NVDLC02MQ05Timer2	QUST	 	Fade control for MQ05 climac
FormID: 01010D99	NVDLC02MQ03ExplosivesFake	MISC	 	Mining Explosives
FormID: 01010D9B	NVDLC02CaravanDeathMessage	MESG	 	Caravaneer's Dead, Baby!
FormID: 01010D9C	NVDLC02SackEVHiddenSkel	CONT	 	Sack
FormID: 01010D9F	NVDLC02CrSpecialGreenGeckoIntro01	CREA	 	Green Gecko
FormID: 01010DA8	NVDLC02YaoGuaiIntroCodeHolder	ACTI	 	Direct The Show
FormID: 01010DAC	NVDLC02CrSpecialYaoGuaiIntro01	CREA	 	Giant Yao Guai
FormID: 01010DE7	NVDLC02SackOldWorldHIGH	CONT	 	Sack
FormID: 01010DE9	NVDLC02PWSackHIGH	CONT	 	Sack
FormID: 01010DEC	NVDLC02PWSackMED	CONT	 	Sack
FormID: 01010DEE	NVDLC02PWSackLOW	CONT	 	Sack
FormID: 01010DEF	NVDLC02SuitcaseOldWorldHIGH	CONT	 	Suitcase
FormID: 01010E1A	NVDLC02SackWhiteLegs	CONT	 	Sack
FormID: 01010E1B	NVDLC02SackSorrows	CONT	 	Sack
FormID: 01010E1C	NVDLC02SackDeadHorses	CONT	 	Sack
FormID: 01010E1F	NVDLC02Weap45AutoPistolUniqueMelee	WEAP	 	Joshua's Pistol Whippin' .45
FormID: 01010E5D	NVDLC02WeapNVMantisGauntletPoison	WEAP	 	Poisoned Mantis Gauntlet
FormID: 01010E5E	NVDLC02WeapBladedGauntletPoison	WEAP	 	Poisoned Bladed Gauntlet
FormID: 01010E5F	NVDLC02EnchNPCWeapRazorDaturaPoison	ENCH	 	Poison
FormID: 01010E60	NVDLC02EnchNPCWeapKnifeDaturaPoison	ENCH	 	Poison
FormID: 01010EA8	NVDLC02WhiteLegKeyMessage	MESG	 	You Found a Key!
FormID: 01010EA9	NVDLC02SorrowsPrisonerFaction	FACT	 	Sorrows Prisoner Faction
FormID: 01010EAA	NVDLC02SorrowPineCreekWave03	NPC_	 	Sorrows Tribal
FormID: 01010EAD	NVDLC02MQ05SUWDisableTrigger	ACTI	 	Gas Valve
FormID: 01010EB0	NVDLC02MQ05aPrisonKey	KEYM	 	White Leg Key
FormID: 01010EB2	NVDLC02MQ05aDoor	DOOR	 	Cell Door
FormID: 01010EB4	NVDLC02MQ04ForceGreetQuest	QUST	 	Force greet quest for end of MQ04.
FormID: 01010EB6	NVDLC02LunchboxActivator	ACTI	 	Li'l Scout Lunchbox
FormID: 01010EFD	NVDLC02CrSpecialYaoGuaiIntro02	CREA	 	Yao Guai Cub
FormID: 01010EFE	NVDLC02EncSafeGuardTrigger	ACTI	 	Start The Show
FormID: 01010F00	NVDLC02CrYaoGuaiIntroFaction	FACT	 	Yao Guai Intro Faction
FormID: 01010F01	NVDLC02CompanionHealSpell	SPEL	 	HealthBoost
FormID: 01010FBC	NVDLC02MQ04ZionWLEnc	QUST	 	Zion encounter scripting for NVDLC02MQ04
FormID: 01011039	NVDLC02WakingCloudSurvivalistCaveBarkTrigger	ACTI	 	Gas Valve
FormID: 0101103C	NVDLC02HealingPoultice	ALCH	 	Healing Poultice
FormID: 0101103D	NVDLC02RecipeHealingPoultice	RCPE	 	Healing Poultice
FormID: 01011078	 	MAPM	 	The Red Gate
FormID: 010110FC	NVDLC02GeckoGreenHideTanned	MISC	 	Tanned Green Gecko Hide
FormID: 010110FD	NVDLC02RecipeGeckoGreenHideTanned	RCPE	 	Tanned Green Gecko Hide
FormID: 010110FE	NVDLC02ArmorLeatherGecko	ARMO	 	Gecko-Backed Leather Armor
FormID: 010110FF	NVDLC02EnchArmorLeatherGecko	ENCH	 	Gecko Armor
FormID: 01011100	NVDLC02ArmorMetalGecko	ARMO	 	Gecko-Backed Metal Armor
FormID: 01011101	NVDLC02EnchArmorMetalGecko	ENCH	 	Gecko Armor
FormID: 01011102	NVDLC02ArmorMetalReinforcedGecko	ARMO	 	Gecko-Backed Metal Armor, Reinforced
FormID: 01011103	NVDLC02ArmorLeatherReinforcedGecko	ARMO	 	Gecko-Backed Leather Armor, Reinforced
FormID: 01011104	NVDLC02RecipeArmorLeatherGecko	RCPE	 	Gecko-Backed Leather Armor
FormID: 01011105	NVDLC02RecipeArmorLeatherReinforcedGecko	RCPE	 	Gecko-Backed Leather Armor, Reinforced
FormID: 01011106	NVDLC02RecipeArmorMetalGecko	RCPE	 	Gecko-Backed Metal Armor
FormID: 01011107	NVDLC02RecipeArmorMetalReinforcedGecko	RCPE	 	Gecko-Backed Metal Armor, Reinforced
FormID: 01011108	NVDLC02RecipeDaturaAntivenom	RCPE	 	Datura Antivenom
FormID: 0101110A	NVDLC02BloodShield	ALCH	 	Blood Shield
FormID: 0101110B	NVDLC02RecipeBloodShield	RCPE	 	Blood Shield
FormID: 0101110C	NVDLC02RecipeHomebrewedNukaCola	RCPE	 	Homebrewed Nuka-Cola
FormID: 0101110D	NVDLC02RecipeHomebrewedSS	RCPE	 	Homebrewed Sunset Sarsaparilla
FormID: 01011110	NVDLC02RecipeWastelandTequila	RCPE	 	Wasteland Tequila
FormID: 01011111	NVDLC02WastelandTequila	ALCH	 	Wasteland Tequila
FormID: 01011112	NVDLC02BlackCoffee	ALCH	 	Black Coffee
FormID: 01011113	NVDLC02RecipeBlackCoffee	RCPE	 	Black Coffee
FormID: 01011114	NVDLC02RecipeMealsToMetal	RCPE	 	Meals-to-Metal
FormID: 01011115	NVDLC02RecipeCookeryToMetal	RCPE	 	Cookery-to-Metal
FormID: 01011160	NVDLC02FollowsChalkMuralBarkTrigger	ACTI	 	Gas Valve
FormID: 01011161	NVDLC02NarrowsFastTravelEnabler	ACTI	 	Gas Valve
FormID: 01011162	NVDLC02FollowsChalkTabooMarksBarkTrigger	ACTI	 	Gas Valve
FormID: 01011163	NVDLC02StoreNote1	NOTE	 	Re: Shipping Error
FormID: 01011164	NVDLC02StoreNote3	NOTE	 	Re: Shipping Problems (AGAIN!)
FormID: 01011165	NVDLC02StoreNote2	NOTE	 	Re: Bus Tour?
FormID: 01011181	NVDLC02ZionArrivalForceStartTrigger	ACTI	 	Adjust The Show
FormID: 0101118C	NVDLC02ClayPot01zGen01	CONT	 	Clay Pot
FormID: 0101118D	NVDLC02ClayPot01zGen02	CONT	 	Clay Pot
FormID: 0101118E	NVDLC02ClayPot01zGen03	CONT	 	Clay Pot
FormID: 0101118F	NVDLC02ClayPot02zGen01	CONT	 	Clay Pot
FormID: 01011190	NVDLC02ClayPot02zGen02	CONT	 	Clay Pot
FormID: 01011191	NVDLC02ClayPot02zGen03	CONT	 	Clay Pot
FormID: 01011192	NVDLC02CratezGen01	CONT	 	Crate
FormID: 01011193	NVDLC02CratezGen02	CONT	 	Crate
FormID: 01011194	NVDLC02CratezGen03	CONT	 	Crate
FormID: 01011195	NVDLC02CratezGen04	CONT	 	Crate
FormID: 01011196	NVDLC02CratezGen05	CONT	 	Crate
FormID: 01011197	NVDLC02DeskOfficeCornerMetalzGen01	CONT	 	Desk
FormID: 01011198	NVDLC02DeskOfficeCornerMetalzGen02	CONT	 	Desk
FormID: 01011199	NVDLC02DeskOfficeCornerMetalzGen03	CONT	 	Desk
FormID: 0101119A	NVDLC02DeskOfficeMetalzGen01	CONT	 	Desk
FormID: 0101119B	NVDLC02DeskOfficeMetalzGen02	CONT	 	Desk
FormID: 0101119C	NVDLC02DeskOfficeMetalzGen03	CONT	 	Desk
FormID: 0101119D	NVDLC02DuffleBagzGen01	CONT	 	Duffle Bag
FormID: 0101119E	NVDLC02DuffleBagzGen02	CONT	 	Duffle Bag
FormID: 0101119F	NVDLC02DuffleBagzGen03	CONT	 	Duffle Bag
FormID: 010111A0	NVDLC02DuffleBagzGen04	CONT	 	Duffle Bag
FormID: 010111A1	NVDLC02DuffleBagzGen05	CONT	 	Duffle Bag
FormID: 010111A2	NVDLC02ExplosivesCratezGen01	CONT	 	Explosives Crate
FormID: 010111A3	NVDLC02ExplosivesCratezGen02	CONT	 	Explosives Crate
FormID: 010111A4	NVDLC02ExplosivesCratezGen03	CONT	 	Explosives Crate
FormID: 010111A5	NVDLC02ExplosivesCratezGen04	CONT	 	Explosives Crate
FormID: 010111A6	NVDLC02ExplosivesCratezGen05	CONT	 	Explosives Crate
FormID: 010111A7	NVDLC02FilingCabinetBunch01zGen01	CONT	 	Filing Cabinets
FormID: 010111A8	NVDLC02FilingCabinetBunch01zGen02	CONT	 	Filing Cabinets
FormID: 010111A9	NVDLC02FilingCabinetBunch01zGen03	CONT	 	Filing Cabinets
FormID: 010111AA	NVDLC02FootlockerzGen01	CONT	 	Footlocker
FormID: 010111AB	NVDLC02FootlockerzGen02	CONT	 	Footlocker
FormID: 010111AC	NVDLC02FootlockerzGen03	CONT	 	Footlocker
FormID: 010111AD	NVDLC02FootlockerzGen04	CONT	 	Footlocker
FormID: 010111AE	NVDLC02FootlockerzGen05	CONT	 	Footlocker
FormID: 010111AF	NVDLC02Grave01ContzGen01	CONT	 	Grave
FormID: 010111B0	NVDLC02Grave01ContzGen02	CONT	 	Grave
FormID: 010111B1	NVDLC02Grave01ContzGen03	CONT	 	Grave
FormID: 010111B2	NVDLC02Grave03ContzGen01	CONT	 	Grave
FormID: 010111B3	NVDLC02Grave02ContzGen01	CONT	 	Grave
FormID: 010111B4	NVDLC02Grave02ContzGen02	CONT	 	Grave
FormID: 010111B5	NVDLC02Grave02ContzGen03	CONT	 	Grave
FormID: 010111B6	NVDLC02Grave03ContzGen02	CONT	 	Grave
FormID: 010111B7	NVDLC02Grave03ContzGen03	CONT	 	Grave
FormID: 010111B8	NVDLC02HollowLogzGen01	CONT	 	Hollow Log
FormID: 010111B9	NVDLC02HollowLogzGen02	CONT	 	Hollow Log
FormID: 010111BA	NVDLC02HollowLogzGen03	CONT	 	Hollow Log
FormID: 010111BB	NVDLC02HollowLogzGen04	CONT	 	Hollow Log
FormID: 010111BC	NVDLC02HollowLogzGen05	CONT	 	Hollow Log
FormID: 010111BD	NVDLC02HollowRockContzGen01	CONT	 	Hollowed-Out Rock
FormID: 010111BE	NVDLC02HollowRockContzGen02	CONT	 	Hollowed-Out Rock
FormID: 010111BF	NVDLC02HollowRockContzGen03	CONT	 	Hollowed-Out Rock
FormID: 010111C0	NVDLC02LootAmmoBoxzGen01	CONT	 	Ammunition Box
FormID: 010111C1	NVDLC02LootAmmoBoxzGen02	CONT	 	Ammunition Box
FormID: 010111C2	NVDLC02LootAmmoBoxzGen03	CONT	 	Ammunition Box
FormID: 010111C3	NVDLC02LootAmmoBoxzGen04	CONT	 	Ammunition Box
FormID: 010111C4	NVDLC02LootAmmoBoxzGen05	CONT	 	Ammunition Box
FormID: 010111C5	NVDLC02LootAmmoBox02zGen01	CONT	 	Ammunition Box
FormID: 010111C6	NVDLC02LootAmmoBox02zGen02	CONT	 	Ammunition Box
FormID: 010111C7	NVDLC02LootAmmoBox02zGen03	CONT	 	Ammunition Box
FormID: 010111C8	NVDLC02LootAmmoBox02zGen04	CONT	 	Ammunition Box
FormID: 010111C9	NVDLC02LootAmmoBox02zGen05	CONT	 	Ammunition Box
FormID: 010111CA	NVDLC02LootAmmoBox02zGen06	CONT	 	Ammunition Box
